,,Nombre,Bt.LISTA 1,Bt.LISTA 2,Rubro,Artículo
,,"STEVIA SOBRES X100 SIN TACC""""","7.190,00","6.140,00","AZUCAR, CACAO Y REPOSTERIA","2.098,00"
,,"SYRUP DE DATILES LYNA""""","17.170,00","15.150,00","AZUCAR, CACAO Y REPOSTERIA","2.439,00"
,,TE DE BURRO X KG,"29.870,00","23.920,00",INFUSIONES Y HIERBAS,"2.035,00"
,,TE NEGRO X KG,"12.420,00","9.960,00",INFUSIONES Y HIERBAS,"1.618,00"
,,TE ROJO X KG,"12.420,00","9.970,00",INFUSIONES Y HIERBAS,"1.619,00"
,,TE VERDE X KG,"10.520,00","8.430,00",INFUSIONES Y HIERBAS,"2.048,00"
,,TETERA CON INFUSOR 550 ml,"21.250,00","18.130,00",PALADEAR HOME,"2.457,00"
,,TETERA CON INFUSOR 750ml,"25.499,99","21.749,99",PALADEAR HOME,"2.458,00"
,,TEXTURIZADO DE SOJA X KG,"4.510,00","3.610,00",HARINAS,"1.621,00"
,,TOMATE CONDIM X 800 GR,"4.840,00","3.900,00",TOMATE TRITURADO,"1.630,00"
,,TOMATE SECOS X KG,"20.370,00","16.340,00",DESHIDRATADOS,"1.632,00"
,,TOMATE TRITURADO X 1 KG,"1.860,00","1.500,00",TOMATE TRITURADO,"1.627,00"
,,TOMATE TRITURADO X 500 GR,"1.520,00","1.230,00",TOMATE TRITURADO,"1.628,00"
,,TOMILLO X KG,"17.490,00","14.000,00",ESPECIAS,"1.633,00"
,,"TOSTADAS RISKY SIN TACC""""","2.040,00","1.740,00",PRODUCTOS SIN TACC,"2.107,00"
,,"TREMELLA EN CAPSULAS SOMOS SETAS""""","31.514,99","24.829,99",SUPLEMENTOS,"2.494,00"
,,"TREMELLA EN POLVO 30 g SOMOS SETAS""""""","27.230,00","23.930,00",SUPLEMENTOS,"2.464,00"
,,"TREMELLA EXTRACTO 60 cc SOMOS SETAS""""","25.420,00","22.340,00",SUPLEMENTOS,"2.465,00"
,,TRIGO BURGOL X KG,"4.640,00","3.710,00",GRANOS Y LEGUMBRES,"1.634,00"
,,TRIGO CANDEAL X KG,"4.460,00","3.570,00",GRANOS Y LEGUMBRES,"2.379,00"
,,TRIGO SARRACENO PELADO X KG,"12.600,00","10.080,00",GRANOS Y LEGUMBRES,"2.367,00"
,,TUTUCAS CON AZUCAR X KG,"6.030,00","4.870,00",CEREALES,1635
,,TUTUCAS SIN AZUCAR X KG,"5.960,00","4.780,00",CEREALES,1636
,,"VALERIANA BLISTER X 10 COMP. EL NATURALISTA""""","3.360,00","2.820,00",SUPLEMENTOS,2175
,,VALERIANA TINTURA MADRE X 60 CC,"7.650,00","6.530,00",SUPLEMENTOS,2375
,,VELON BURBUJA,"3.000,00","2.420,00",PALADEAR HOME,2405
,,"VERMUTH AQUI Y AHORA"" ""","7.820,00","6.680,00",VINOS,2392
,,"VINAGRE DE SIDRA DE MANZANA VERDE VIDA"" X 500 ML""","11.900,00","10.870,00",SUPLEMENTOS,2364
,,VINAGRE DE ALCOHOL X 1 L,"1.710,00","1.340,00",ACEITES Y VINAGRES,1637
,,VINAGRE DE MANZANA X 1 L,"3.290,00","2.600,00",ACEITES Y VINAGRES,1638
,,"VINAGRE DE SIDRA DE MANZANA X 250 ML NATIER""""","15.510,00","13.510,00",SUPLEMENTOS,2227
,,"VINAGRE DE SIDRA DE MANZANA X 50 CÁPSULAS NATIER""""","18.130,00","16.960,00",SUPLEMENTOS,2052
,,"VINAGRE DE SIDRA DE MANZANA X 500 ML NATIER""""","25.380,00","23.730,00",SUPLEMENTOS,2263
,,VINAGRE DE VINO X 1 L,"2.060,00","1.620,00",ACEITES Y VINAGRES,1639
,,VITAMINA B12 X 50 NATIER,"22.120,00","20.700,00",SUPLEMENTOS,2188
,,"VITAMINA C X 50 CÁPSULAS NATIER""""","25.030,00","23.430,00",SUPLEMENTOS,2053
,,"VITAMINA C X 60 COMPRIMIDOS EL NATURALISTA""""","10.400,00","8.190,00",SUPLEMENTOS,2311
,,"VITAMINA D3 X 50 UNIDADES NATIER""""","22.110,00","20.690,00",SUPLEMENTOS,2102
,,"VITAMINA E X 10 COMP. EL NATURALISTA""""","3.400,00","2.900,00",SUPLEMENTOS,2083
,,"VITAMINA K2 + D3 X 50 cápsulas NATIER""""","41.510,00","38.840,00",SUPLEMENTOS,2481
,,YERBA X500GR - TUCANGUA,"3.600,00","3.070,00",INFUSIONES Y HIERBAS,5039
,,YERBA DEL PLATERO,"15.100,00","12.120,00",INFUSIONES Y HIERBAS,2033
,,YERBA MATE DESPALADA KALENA X KG,"13.230,00","10.590,00",INFUSIONES Y HIERBAS,2043
,,YOGHURT ANANA X 1 L,"7.620,00","6.120,00",PRODUCTOS DE FRIO,1879
,,YOGHURT DURAZNO X 1 L,"7.620,00","6.110,00",PRODUCTOS DE FRIO,1812
,,YOGHURT FRUTILLA X 1 L,"7.620,00","6.120,00",PRODUCTOS DE FRIO,1811
,,YOGHURT NATURAL AZUCARADO X 1 L,"6.870,00","5.540,00",PRODUCTOS DE FRIO,1809
,,YOGHURT NATURAL SIN AZUCAR X 1 L,"6.870,00","5.540,00",PRODUCTOS DE FRIO,1810
,,YOGURT ENTERO X125 - YOGURLAC,"1.250,00","980,00",PRODUCTOS DE FRIO,5036
,,"YOGURT PROTEICO YOGURLAC"" X 1L""","11.410,00","9.140,00",PRODUCTOS DE FRIO,1795
,,ZAPALLO EN ALMIBAR X 360GR,"6.440,00","5.660,00",LINEA GOURMET,1656
,,"ZINC EL NATURALISTA""""","10.020,00","8.550,00",SUPLEMENTOS,2079
